Time,Treatments,dSpecies_1_dt,dSpecies_2_dt,dSpecies_3_dt,dSpecies_4_dt,dSpecies_5_dt,dSpecies_6_dt
16.0,sp_4_5,0.0,0.0,0.0,0.061809152,-0.010525655,0.0
18.666666,sp_4_5,0.0,0.0,0.0,0.044421807,-0.006406159,0.0
21.333334,sp_4_5,0.0,0.0,0.0,0.02627643,-0.0035740354,0.0
24.0,sp_4_5,0.0,0.0,-0.0,0.013843537,-0.0018827238,0.0
0.0,sp_2_3_4_6,0.0,0.0028792631,0.003534493,0.0021077953,0.0,0.002807377
2.6666667,sp_2_3_4_6,0.0,0.012917546,0.01819421,0.005923925,0.0,0.011074864
5.3333335,sp_2_3_4_6,0.0,0.04852517,0.041286148,0.012719322,0.0,0.02720167
8.0,sp_2_3_4_6,0.0,0.1707408,0.01432815,0.022688765,0.0,0.010719914
10.666667,sp_2_3_4_6,0.0,0.4500649,-0.018828092,0.06442832,0.0,-0.031426445
13.333333,sp_2_3_4_6,0.0,0.3217958,-0.017865555,0.18701936,0.0,-0.016844418
16.0,sp_2_3_4_6,0.0,-0.02408567,-0.012435182,0.24168633,0.0,-0.0036187656
18.666666,sp_2_3_4_6,0.0,-0.003071227,-0.008504112,0.113657214,0.0,-0.0005786752
21.333334,sp_2_3_4_6,0.0,0.041182887,-0.0060010194,0.035687767,0.0,-8.561047e-05
24.0,sp_2_3_4_6,0.0,0.05094337,-0.0042939344,0.013368556,0.0,-1.2242697e-05
0.0,sp_2_3_4_5,0.0,0.0026325486,0.0036037206,0.0021325867,0.0045602857,0.0
2.6666667,sp_2_3_4_5,0.0,0.0024532129,0.019693267,0.0059935283,0.066396765,0.0
5.3333335,sp_2_3_4_5,-0.0,-0.004344278,0.019788262,0.0073855673,0.3724223,0.0
8.0,sp_2_3_4_5,-0.0,-0.0008470294,0.0043960996,0.007819804,0.023634579,0.0
10.666667,sp_2_3_4_5,-0.0,-0.00013458685,-0.00025795546,0.0104486,-0.008369495,0.0
13.333333,sp_2_3_4_5,-0.0,-2.3049372e-05,-0.00398258,0.01412263,-0.015278629,0.0
16.0,sp_2_3_4_5,-0.0,-4.5593533e-06,-0.0064307493,0.01895191,-0.021685662,0.0
18.666666,sp_2_3_4_5,-0.0,-1.0901157e-06,-0.007284071,0.024816915,-0.027844759,0.0
21.333334,sp_2_3_4_5,0.0,-3.2193202e-07,-0.0068043354,0.030906543,-0.031784855,0.0
24.0,sp_2_3_4_5,0.0,-1.1735095e-07,-0.005608309,0.035528913,-0.031874396,0.0
0.0,sp_1_2_3_4_5_6,0.0028319021,0.0018304214,0.002379442,0.0014062035,0.0030124015,0.001829535
2.6666667,sp_1_2_3_4_5_6,0.020276185,0.0037480758,0.012381718,0.0037968652,0.04033843,0.0051125265
5.3333335,sp_1_2_3_4_5_6,0.00334149,-0.004259146,0.013358003,0.0048467913,0.34941548,0.0034480973
8.0,sp_1_2_3_4_5_6,-0.014443031,-0.0013091796,-0.0031609575,0.0038080912,0.03376834,0.010343228
10.666667,sp_1_2_3_4_5_6,-0.005923776,-0.00027313238,-0.009317461,0.0025339301,-0.037490733,0.03237885
13.333333,sp_1_2_3_4_5_6,-0.0021742014,-4.0157902e-05,-0.008576951,-0.0029984587,-0.05244054,0.0876326
16.0,sp_1_2_3_4_5_6,-0.0011186673,4.179726e-05,-0.0030598429,-0.0077733644,-0.02668268,0.17170472
18.666666,sp_1_2_3_4_5_6,-0.0010846707,9.839248e-05,-0.00050460256,-0.0046125352,-0.0039049413,0.18375872
21.333334,sp_1_2_3_4_5_6,-0.0010088118,0.00016436417,0.00032877683,-0.0013391557,0.0023448658,0.105847
24.0,sp_1_2_3_4_5_6,-0.0008347912,0.00025587704,0.0006568252,-0.00028983704,0.0039387224,0.04561033
0.0,sp_1_2_3_5,0.004169701,0.0025706922,0.0036541314,0.0,0.0046245903,0.0
2.6666667,sp_1_2_3_5,0.023346033,0.0014027636,0.021123685,0.0,0.07471194,0.0
5.3333335,sp_1_2_3_5,-0.016540812,-0.003641282,0.022751609,0.0,0.40612382,0.0
8.0,sp_1_2_3_5,-0.010388801,-0.0004957032,0.015103801,0.0,0.028306862,0.0
10.666667,sp_1_2_3_5,-0.0030130963,-4.9684164e-05,0.016204871,0.0,0.0035773092,0.0
13.333333,sp_1_2_3_5,-0.0007589334,-4.206017e-06,0.016659547,0.0,-0.0029768276,0.0
16.0,sp_1_2_3_5,-0.0001708757,-3.0659228e-07,0.016413331,0.0,-0.0064983633,0.0
18.666666,sp_1_2_3_5,-3.5328285e-05,-1.9702219e-08,0.015568419,0.0,-0.0078076962,0.0
